#CHROM	START	END	LOCUS	SYMBOL	strand	annotation
Chr6	5953593	5963184	LOC_Os06g11330	-	-	OsMADS55_-_MADS-box_family_gene_with_MIKCc_type-box,expressed
Chr6	5975645	5976459	LOC_Os06g11360	-	+	expressed_protein
Chr6	5977297	5980829	LOC_Os06g11370	-	-	mediator_of_RNA_polymerase_II_transcription_subunit_6,putative,expressed
Chr6	5982669	5987671	LOC_Os06g11380	-	-	geminivirus_Rep-interacting_motor_protein,putative,expressed
Chr6	6003866	6004179	LOC_Os06g11390	-	-	expressed_protein
Chr6	6007444	6010097	LOC_Os06g11400	-	-	expressed_protein
Chr6	6019597	6021861	LOC_Os06g11410	-	+	cyclin,putative,expressed
Chr6	6027823	6029445	LOC_Os06g11420	-	+	SKIP%2FSNW_domain_containing_protein,expressed
Chr6	6032410	6035429	LOC_Os06g11430	-	+	GRAM_domain_containing_protein,expressed
Chr6	6058726	6060541	LOC_Os06g11450	-	-	zinc_finger,C3HC4_type_domain_containing_protein,expressed
Chr6	6081889	6083447	LOC_Os06g11480	-	-	hypothetical_protein
Chr6	6086289	6097662	LOC_Os06g11500	OsMCM2	-	MCM9_-_Putative_minichromosome_maintenance_MCM_family_subunit_9,expressed
Chr6	6086798	6088248	LOC_Os06g11490	-	+	plastocyanin-like_domain_containing_protein,putative,expressed
Chr6	6101061	6102117	LOC_Os06g11510	-	+	expressed_protein
Chr6	6102123	6108979	LOC_Os06g11520	-	-	LMBR1_integral_membrane_protein,putative,expressed
Chr6	6141610	6142769	LOC_Os06g11580	-	-	expressed_protein
Chr6	6144586	6145404	LOC_Os06g11590	-	+	expressed_protein
Chr6	6146721	6151201	LOC_Os06g11600	-	+	growth_regulator_related_protein,putative,expressed
Chr6	6152018	6153438	LOC_Os06g11610	-	-	heat_shock_22_kDa_protein,mitochondrial_precursor,putative,expressed
Chr6	6155940	6159888	LOC_Os06g11620	OsPABN2	+	RNA_recognition_motif_containing_protein,putative,expressed
Chr6	6160326	6163685	LOC_Os06g11630	-	-	OsFBX192_-_F-box_domain_containing_protein,expressed
Chr6	6171585	6176329	LOC_Os06g11640	-	-	serine%2Fthreonine-protein_phosphatase_2A_activator_2,putative,expressed
Chr6	6177853	6179163	LOC_Os06g11650	-	-	phosphate-induced_protein_1_conserved_region_domain_containing_protein,expressed
Chr6	6180308	6181639	LOC_Os06g11660	-	-	phosphate-induced_protein_1_conserved_region_domain_containing_protein,expressed
Chr6	6189101	6189358	LOC_Os06g11670	-	-	expressed_protein
Chr6	6191531	6192496	LOC_Os06g11680	-	+	phosphate-induced_protein_1_conserved_region_domain_containing_protein,expressed
Chr6	6199474	6200741	LOC_Os06g11700	-	+	phosphate-induced_protein_1_conserved_region_domain_containing_protein,expressed
Chr6	6202140	6202790	LOC_Os06g11710	-	+	cytokinin-O-glucosyltransferase_2,putative,expressed
Chr6	6205607	6207653	LOC_Os06g11720	-	+	cytokinin-O-glucosyltransferase_2,putative,expressed
Chr6	6208293	6214438	LOC_Os06g11730	-	-	RNA_recognition_motif_containing_protein,putative,expressed
Chr6	6222556	6224681	LOC_Os06g11740	-	+	OsAPRL2__adenosine_5%27-phosphosulfate_reductase-like_OsAPRL2,expressed
Chr6	6227813	6229557	LOC_Os06g11750	-	+	hypothetical_protein
Chr6	6233100	6233579	LOC_Os06g11760	-	+	expressed_protein
Chr6	6237708	6238080	LOC_Os06g11770	-	+	hypothetical_protein
Chr6	6240043	6241172	LOC_Os06g11780	-	+	MYB_family_transcription_factor,putative,expressed
Chr6	6243660	6247719	LOC_Os06g11790	-	-	TLD_family_protein,putative,expressed
Chr6	6250717	6253708	LOC_Os06g11800	-	+	annexin,putative,expressed
Chr6	6253188	6254517	LOC_Os06g11812	-	-	wound%2Fstress_protein,putative,expressed
Chr6	6255755	6256752	LOC_Os06g11820	-	+	expressed_protein
Chr6	6258432	6261359	LOC_Os06g11830	-	-	hAT_dimerisation_domain-containing_protein,putative,expressed
Chr6	6277593	6281865	LOC_Os06g11840	OsTPP2	-	trehalose_phosphatase,putative,expressed
Chr6	6295652	6299080	LOC_Os06g11850	-	-	expressed_protein
Chr6	6304588	6306661	LOC_Os06g11860	-	-	ethylene-responsive_transcription_factor,putative,expressed
Chr6	6309925	6310281	LOC_Os06g11870	-	-	hypothetical_protein
Chr6	6333934	6334978	LOC_Os06g11900	-	-	expressed_protein
Chr6	6344013	6347676	LOC_Os06g11910	-	-	expressed_protein
Chr6	6349120	6352936	LOC_Os06g11920	-	-	endonuclease%2Fexonuclease%2Fphosphatase_family_domain_containing_protein,expressed
Chr6	6355145	6355981	LOC_Os06g11930	-	+	SNARE_domain_containing_protein,putative,expressed
Chr6	6358046	6358855	LOC_Os06g11940	-	+	dehydration-responsive_element_binding_protein,putative,expressed
Chr6	6369182	6370694	LOC_Os06g11960	-	-	2%2C3-bisphosphoglycerate-dependent_phosphoglycerate_mutase,putative,expressed
Chr6	6372353	6376374	LOC_Os06g11970	-	+	OsMADS63_-_MADS-box_family_gene_with_MIKC%2A_type-box,expressed
Chr6	6395388	6397221	LOC_Os06g11980	-	-	DUF581_domain_containing_protein,expressed
Chr6	6401419	6407785	LOC_Os06g11990	OsCSIL1	-	expressed_protein
Chr6	6419602	6420378	LOC_Os06g12000	-	-	expressed_protein
Chr6	6424294	6424808	LOC_Os06g12010	-	+	hypothetical_protein
Chr6	6435824	6439822	LOC_Os06g12020	-	+	membrane-anchored_ubiquitin-fold_protein,putative,expressed
Chr6	6440413	6447606	LOC_Os06g12030	-	-	glutaredoxin_domain_containing_protein,putative,expressed
Chr6	6452737	6454454	LOC_Os06g12040	-	-	mTERF_family_protein,expressed
Chr6	6458283	6459567	LOC_Os06g12050	-	-	mTERF_family_protein,expressed
Chr6	6461154	6465270	LOC_Os06g12060	-	-	mTERF_family_protein,expressed
Chr6	6465597	6468062	LOC_Os06g12070	-	-	mTERF_family_protein,expressed
Chr6	6472151	6473692	LOC_Os06g12080	-	-	mTERF_family_protein,expressed
Chr6	6475161	6479073	LOC_Os06g12090	OsSar1d	+	miro,putative,expressed
Chr6	6479283	6480980	LOC_Os06g12100	-	-	mTERF_family_protein,expressed
Chr6	6482366	6485677	LOC_Os06g12110	-	+	mTERF_family_protein,expressed
Chr6	6484043	6488553	LOC_Os06g12120	OsSERK3	-	BRASSINOSTEROID_INSENSITIVE_1-associated_receptor_kinase_1_precursor,putative,expressed
Chr6	6489414	6491711	LOC_Os06g12129	-	-	expressed_protein
Chr6	6492884	6494714	LOC_Os06g12140	-	+	expressed_protein
Chr6	6495000	6497910	LOC_Os06g12150	OsSK2	-	shikimate_kinase,putative,expressed
Chr6	6503735	6514399	LOC_Os06g12160	-	-	AAA-type_ATPase_family_protein,putative,expressed
Chr6	6515439	6519199	LOC_Os06g12170	-	+	expressed_protein
Chr6	6521987	6523338	LOC_Os06g12180	-	+	jacalin-like_lectin_domain_containing_protein,expressed
Chr6	6534746	6535897	LOC_Os06g12190	-	+	glutaredoxin,putative,expressed
Chr6	6537949	6538677	LOC_Os06g12200	-	-	hypothetical_protein
Chr6	6556802	6557319	LOC_Os06g12210	BU1|OsbHLH174	+	helix-loop-helix_DNA-binding_domain_containing_protein,expressed
Chr6	6559753	6563394	LOC_Os06g12220	-	-	HVA22,putative,expressed
Chr6	6570778	6572727	LOC_Os06g12230	OsTCP19	+	TCP-domain_protein,putative,expressed
Chr6	6584405	6585965	LOC_Os06g12240	-	+	hypothetical_protein
Chr6	6589792	6591799	LOC_Os06g12250	DSH1	-	sphingolipid_C4-hydroxylase_SUR2,putative,expressed
Chr6	6595940	6602476	LOC_Os06g12260	-	-	N-rich_protein,putative,expressed
Chr6	6603975	6604635	LOC_Os06g12270	-	+	hypothetical_protein
Chr6	6605479	6608454	LOC_Os06g12280	-	-	glycosyl_transferase_8_domain_containing_protein,putative,expressed
Chr6	6612661	6613440	LOC_Os06g12290	-	+	glutathione_S-transferase_GSTU6,putative,expressed
Chr6	6643235	6643552	LOC_Os06g12300	-	+	expressed_protein
Chr6	6648387	6653005	LOC_Os06g12310	Lsi6	-	aquaporin_protein,putative,expressed
Chr6	6678245	6680864	LOC_Os06g12320	-	+	transmembrane_amino_acid_transporter_protein,putative,expressed
Chr6	6682411	6685947	LOC_Os06g12330	-	-	amino_acid_transporter,putative,expressed
Chr6	6686569	6687306	LOC_Os06g12340	-	-	expressed_protein
Chr6	6691061	6695070	LOC_Os06g12350	-	-	amino_acid_transporter,putative,expressed
Chr6	6696666	6700782	LOC_Os06g12360	-	+	pentatricopeptide,putative,expressed
Chr6	6701247	6704416	LOC_Os06g12370	-	-	OsFtsH6__FtsH_protease,homologue_of_AtFtsH6,expressed
Chr6	6712478	6713221	LOC_Os06g12380	-	+	expressed_protein
Chr6	6715886	6722017	LOC_Os06g12390	-	+	galactosyltransferase_family_protein,putative,expressed
Chr6	6725306	6734446	LOC_Os06g12400	HAZ1|HOX1a	+	Homeobox_domain_containing_protein,expressed
Chr6	6736053	6737803	LOC_Os06g12410	-	+	GDSL-like_lipase%2Facylhydrolase,putative,expressed
Chr6	6741342	6741945	LOC_Os06g12430	-	-	expressed_protein
Chr6	6743783	6744849	LOC_Os06g12440	-	+	LTPL60_-_Protease_inhibitor%2Fseed_storage%2FLTP_family_protein_precursor,putative,expressed
Chr6	6748358	6753338	LOC_Os06g12450	ALK|SSIIa	+	soluble_starch_synthase_2-3,chloroplast_precursor,putative,expressed
Chr6	6754294	6755541	LOC_Os06g12455	-	-	expressed_protein
Chr6	6758181	6762995	LOC_Os06g12460	-	+	CSLA3_-_cellulose_synthase-like_family_A%3B_mannan_synthase,expressed
Chr6	6782326	6783880	LOC_Os06g12490	-	-	expressed_protein
Chr6	6788986	6790050	LOC_Os06g12500	-	+	membrane_associated_DUF588_domain_containing_protein,putative,expressed
Chr6	6790516	6792069	LOC_Os06g12510	-	-	pentatricopeptide,putative,expressed
Chr6	6793120	6793387	LOC_Os06g12520	-	+	hypothetical_protein
Chr6	6794150	6796570	LOC_Os06g12530	ROX3	+	CS_domain_containing_protein,putative,expressed
Chr6	6796598	6798469	LOC_Os06g12539	-	+	expressed_protein
Chr6	6801945	6802405	LOC_Os06g12550	-	-	expressed_protein
Chr6	6809574	6811963	LOC_Os06g12560	-	-	zinc_finger,C3HC4_type,domain_containing_protein,expressed
Chr6	6814708	6815190	LOC_Os06g12570	-	+	expressed_protein
Chr6	6816402	6819861	LOC_Os06g12580	-	-	pro-resilin_precursor,putative,expressed
Chr6	6822979	6832862	LOC_Os06g12590	-	-	protein_kinase,putative,expressed
Chr6	6842811	6848564	LOC_Os06g12600	-	+	kinase,pfkB_family,putative,expressed
Chr6	6866393	6869521	LOC_Os06g12610	OsPIN1a	+	auxin_efflux_carrier_component,putative,expressed
Chr6	6878753	6879729	LOC_Os06g12620	-	-	expressed_protein
Chr6	6890585	6895644	LOC_Os06g12630	OsDHAR2	-	glutathione_S-transferase,N-terminal_domain_containing_protein,expressed
Chr6	6905844	6908028	LOC_Os06g12649	-	-	expressed_protein
Chr6	6915783	6916582	LOC_Os06g12660	-	+	NHL_repeat-containing_protein,putative,expressed
Chr6	6923215	6924997	LOC_Os06g12680	-	-	RING-H2_finger_protein,putative,expressed
Chr6	6928341	6932490	LOC_Os06g12690	-	-	DCN1-like_protein_2,putative,expressed
Chr6	6937045	6937368	LOC_Os06g12700	-	-	conserved_hypothetical_protein
Chr6	6950487	6950999	LOC_Os06g12730	-	-	expressed_protein
Chr6	6953695	6956088	LOC_Os06g12740	-	-	expressed_protein
Chr6	6963552	6963960	LOC_Os06g12760	-	-	hypothetical_protein
Chr6	6980031	6986313	LOC_Os06g12780	-	+	OsDegp10_-_Putative_Deg_protease_homologue,expressed
Chr6	6990939	6994556	LOC_Os06g12790	-	+	ras-related_protein,putative,expressed
Chr6	6995343	6996671	LOC_Os06g12800	-	-	expressed_protein
Chr6	7000436	7004404	LOC_Os06g12810	-	-	_proteins_of_unknown_function_domain_containing_protein,expressed
Chr6	7005872	7008652	LOC_Os06g12820	-	-	_proteins_of_unknown_function_domain_containing_protein,expressed
Chr6	7019819	7022061	LOC_Os06g12830	-	-	expressed_protein
Chr6	7025603	7027002	LOC_Os06g12840	-	-	expressed_protein
Chr6	7031413	7032804	LOC_Os06g12850	-	-	expressed_protein
Chr6	7037048	7038406	LOC_Os06g12860	-	-	_proteins_of_unknown_function_domain_containing_protein,putative,expressed
Chr6	7043611	7045679	LOC_Os06g12870	-	-	leaf_senescence_related_protein,putative,expressed
Chr6	7047258	7052772	LOC_Os06g12876	-	+	expressed_protein
Chr6	7053689	7056223	LOC_Os06g12882	-	+	S_phase_cyclin_A-associated_protein_in_the_ER,putative,expressed
Chr6	7059669	7060522	LOC_Os06g12890	-	+	expressed_protein
Chr6	7067117	7069522	LOC_Os06g12910	-	-	XPA-binding_protein_2,putative,expressed
Chr6	7072753	7073191	LOC_Os06g12920	-	+	hypothetical_protein
Chr6	7076782	7078024	LOC_Os06g12930	-	-	expressed_protein
Chr6	7079677	7082435	LOC_Os06g12940	-	-	expressed_protein
Chr6	7085090	7088528	LOC_Os06g12950	-	+	expressed_protein
Chr6	7093925	7096207	LOC_Os06g12960	-	+	expressed_protein
Chr6	7102791	7106821	LOC_Os06g12980	-	-	cyclin,putative,expressed
Chr6	7118829	7120448	LOC_Os06g12990	-	+	tRNA_methyltransferase,putative,expressed
Chr6	7121120	7123026	LOC_Os06g13000	-	-	ankyrin_repeat_domain-containing_protein,chloroplast_precursor,putative,expressed
Chr6	7128119	7133515	LOC_Os06g13020	OsPollambda	-	DNA_polymerase_lambda,putative,expressed
Chr6	7133789	7140003	LOC_Os06g13030	-	-	OsLIM_-_LIM_domain_protein,putative_actin-binding_protein_and_transcription_factor,expressed
Chr6	7144204	7146074	LOC_Os06g13040	-	-	glycosyl_hydrolases_family_16,putative,expressed
Chr6	7148961	7158822	LOC_Os06g13050	-	-	peroxidase_family_protein,expressed
Chr6	7159988	7164156	LOC_Os06g13060	-	-	heat_shock_protein_DnaJ,putative,expressed
Chr6	7169830	7172482	LOC_Os06g13070	-	-	hhH-GPD_superfamily_base_excision_DNA_repair_protein,putative,expressed
Chr6	7181648	7183586	LOC_Os06g13080	-	+	spotted_leaf_11,putative,expressed
Chr6	7186601	7188076	LOC_Os06g13090	-	+	armadillo%2Fbeta-catenin_repeat_family_protein,putative,expressed
Chr6	7188389	7191451	LOC_Os06g13100	-	-	CREG1_precursor,putative,expressed
Chr6	7201591	7203994	LOC_Os06g13120	-	-	expressed_protein
Chr6	7205227	7205817	LOC_Os06g13130	-	+	expressed_protein
Chr6	7209516	7212490	LOC_Os06g13140	-	-	WD_domain,G-beta_repeat_domain_containing_protein,expressed
Chr6	7216473	7217001	LOC_Os06g13150	-	+	hypothetical_protein
Chr6	7218853	7220283	LOC_Os06g13160	-	-	viral-response_family_protein,expressed
Chr6	7221749	7224410	LOC_Os06g13170	-	+	expressed_protein
Chr6	7224942	7226417	LOC_Os06g13180	-	+	metalloendoproteinase_1_precursor,putative,expressed
Chr6	7230154	7230942	LOC_Os06g13190	-	+	expressed_protein
Chr6	7231572	7235608	LOC_Os06g13200	-	-	proton-dependent_oligopeptide_transport,putative,expressed
Chr6	7247729	7251058	LOC_Os06g13210	-	+	peptide_transporter_PTR2,putative,expressed
Chr6	7256821	7259221	LOC_Os06g13215	-	+	growth_regulator_related_protein,putative,expressed
Chr6	7260407	7264016	LOC_Os06g13220	-	+	expressed_protein
Chr6	7267160	7269232	LOC_Os06g13230	-	-	expressed_protein
Chr6	7278365	7282975	LOC_Os06g13240	-	+	BURP_domain_containing_protein,expressed
Chr6	7293011	7296554	LOC_Os06g13250	-	-	hypothetical_protein
Chr6	7306306	7307547	LOC_Os06g13280	-	-	O-methyltransferase,putative,expressed
Chr6	7318599	7323201	LOC_Os06g13310	-	-	SAM_dependent_carboxyl_methyltransferase,putative,expressed
Chr6	7325614	7327449	LOC_Os06g13320	-	-	protein_kinase,putative,expressed
Chr6	7333278	7335741	LOC_Os06g13330	-	+	expressed_protein
Chr6	7338076	7339727	LOC_Os06g13340	-	+	expressed_protein
Chr6	7341809	7344913	LOC_Os06g13350	-	-	SAM_dependent_carboxyl_methyltransferase,putative,expressed
Chr6	7367791	7368195	LOC_Os06g13380	-	-	expressed_protein
Chr6	7369137	7371782	LOC_Os06g13390	-	-	SAM_dependent_carboxyl_methyltransferase,putative,expressed
Chr6	7376286	7376932	LOC_Os06g13410	-	-	OsSCP33_-_Putative_Serine_Carboxypeptidase_homologue,expressed
Chr6	7378698	7380890	LOC_Os06g13420	-	-	OsSCP34_-_Putative_Serine_Carboxypeptidase_homologue,expressed
Chr6	7397012	7397462	LOC_Os06g13440	-	-	expressed_protein
Chr6	7401127	7404267	LOC_Os06g13450	-	+	cystathionine_beta-lyase,putative,expressed
Chr6	7406037	7408609	LOC_Os06g13460	-	-	SAM_dependent_carboxyl_methyltransferase_family_protein,putative,expressed
Chr6	7417633	7422147	LOC_Os06g13470	-	-	SAM_dependent_carboxyl_methyltransferase,putative,expressed
Chr6	7423689	7424045	LOC_Os06g13480	-	+	expressed_protein
Chr6	7429730	7433791	LOC_Os06g13490	-	-	SAM_dependent_carboxyl_methyltransferase_domain_containing_protein,expressed
Chr6	7455885	7456584	LOC_Os06g13510	-	+	SAM_dependent_carboxyl_methyltransferase_family_protein,putative
Chr6	7459467	7461720	LOC_Os06g13520	-	+	SAM_dependent_carboxyl_methyltransferase_domain_containing_protein,expressed
Chr6	7468750	7469413	LOC_Os06g13530	-	-	benzoate_carboxyl_methyltransferase,putative,expressed
Chr6	7474908	7475598	LOC_Os06g13550	-	-	SAM_dependent_carboxyl_methyltransferase_family_protein,putative,expressed
Chr6	7480067	7482254	LOC_Os06g13560	-	-	SAM_dependent_carboxyl_methyltransferase,putative,expressed
Chr6	7488066	7496669	LOC_Os06g13570	-	+	expressed_protein
Chr6	7498331	7500517	LOC_Os06g13580	-	-	expressed_protein
Chr6	7519619	7520480	LOC_Os06g13590	-	+	PE-PGRS_family_protein,putative,expressed
Chr6	7530834	7534857	LOC_Os06g13600	-	+	HEAT_repeat_family_protein,putative,expressed
Chr6	7540774	7541864	LOC_Os06g13610	-	+	expressed_protein
Chr6	7544706	7545167	LOC_Os06g13620	-	+	expressed_protein
Chr6	7555194	7558430	LOC_Os06g13640	RPL1	-	expressed_protein
Chr6	7563724	7571102	LOC_Os06g13650	-	-	alpha-mannosidase_2,putative,expressed
Chr6	7574978	7581553	LOC_Os06g13660	-	+	alanyl-tRNA_synthetase,putative,expressed
Chr6	7584780	7590605	LOC_Os06g13670	-	+	E2F_family_transcription_factor_protein,putative,expressed
Chr6	7591912	7593109	LOC_Os06g13680	-	-	B12D_protein,putative,expressed
Chr6	7595183	7595952	LOC_Os06g13690	-	+	expressed_protein
Chr6	7596393	7597214	LOC_Os06g13700	-	-	hypothetical_protein
Chr6	7600956	7601522	LOC_Os06g13710	-	+	glycosyltransferase,putative,expressed
Chr6	7602364	7605812	LOC_Os06g13720	-	+	dehydrogenase_E1_component_domain_containing_protein,expressed
Chr6	7607108	7607939	LOC_Os06g13730	-	-	glutamate_receptor_precursor,putative,expressed
Chr6	7619834	7623919	LOC_Os06g13750	-	-	expressed_protein
Chr6	7629547	7631705	LOC_Os06g13760	-	+	glycosyl_transferase_8_domain_containing_protein,putative,expressed
Chr6	7642070	7644455	LOC_Os06g13780	-	+	expressed_protein
Chr6	7647852	7648414	LOC_Os06g13800	-	-	expressed_protein
Chr6	7648922	7654386	LOC_Os06g13810	PFP1	-	pyrophosphate--fructose_6-phosphate_1-phosphotransferase_subunit_beta,putative,expressed
Chr6	7661691	7670035	LOC_Os06g13820	-	+	dynamin,putative,expressed
Chr6	7671255	7674778	LOC_Os06g13830	-	-	endoglucanase,putative,expressed
Chr6	7693246	7693890	LOC_Os06g13839	-	+	RNA_recognition_motif_containing_protein,putative,expressed
Chr6	7694112	7696942	LOC_Os06g13850	-	-	OsFBX193_-_F-box_domain_containing_protein,expressed
Chr6	7698401	7703820	LOC_Os06g13860	-	+	RCD1,putative,expressed
Chr6	7709065	7710506	LOC_Os06g13870	-	+	U-box_protein_CMPG1,putative,expressed
Chr6	7722724	7723354	LOC_Os06g13880	-	-	expressed_protein
Chr6	7735541	7741579	LOC_Os06g13890	-	+	expressed_protein
Chr6	7749308	7749547	LOC_Os06g13910	-	-	expressed_protein
Chr6	7763143	7763949	LOC_Os06g13940	-	-	expressed_protein
Chr6	7768090	7769904	LOC_Os06g13950	-	-	pentatricopeptide,putative,expressed
Chr6	7772255	7787015	LOC_Os06g13960	-	+	OsFBX194_-_F-box_domain_containing_protein,expressed
Chr6	7783652	7783927	LOC_Os06g13980	-	+	hypothetical_protein
Chr6	7785550	7787098	LOC_Os06g13990	-	+	OsFBX195_-_F-box_domain_containing_protein,expressed
Chr6	7787983	7788627	LOC_Os06g13999	-	-	RNA_recognition_motif_containing_protein,putative,expressed
Chr6	7792172	7792681	LOC_Os06g14010	-	-	myb-like_DNA-binding_domain_containing_protein,expressed
Chr6	7795313	7796547	LOC_Os06g14020	-	+	expressed_protein
Chr6	7799073	7806571	LOC_Os06g14030	OsGORK|OsK5.2	-	potassium_channel_SKOR,putative,expressed
Chr6	7825468	7829696	LOC_Os06g14040	-	+	ThiF_family_domain_containing_protein,putative,expressed
Chr6	7835233	7841307	LOC_Os06g14050	-	+	membrane_attack_complex_component%2Fperforin%2Fcomplement_C9,putative,expressed
Chr6	7841699	7844834	LOC_Os06g14060	-	-	MBTB10_-_Bric-a-Brac,Tramtrack,Broad_Complex_BTB_domain_with_Meprin_and_TRAF_Homology_MATH_domain,expressed
Chr6	7845545	7845970	LOC_Os06g14070	-	-	DUF581_domain_containing_protein,expressed
Chr6	7848384	7854067	LOC_Os06g14080	-	-	ATMAP70_protein,putative,expressed
Chr6	7855341	7855844	LOC_Os06g14090	-	+	expressed_protein
Chr6	7906228	7907514	LOC_Os06g14170	-	-	expressed_protein
Chr6	7915591	7916556	LOC_Os06g14180	-	+	expressed_protein
Chr6	7920479	7924037	LOC_Os06g14190	-	-	NF-X1-type_zinc_finger_protein,putative,expressed
Chr6	7925697	7927406	LOC_Os06g14200	-	-	zinc_finger,C3HC4_type_domain_containing_protein,expressed
Chr6	7929549	7930331	LOC_Os06g14210	-	-	expressed_protein
Chr6	7933984	7935241	LOC_Os06g14220	-	+	STF-1,putative,expressed
Chr6	7937671	7937925	LOC_Os06g14230	-	-	expressed_protein
Chr6	7940906	7941692	LOC_Os06g14240	-	-	hsp20%2Falpha_crystallin_family_protein,putative,expressed
Chr6	7953935	7956231	LOC_Os06g14260	-	-	lectin-like_receptor_kinase,putative,expressed
Chr6	7963879	7967790	LOC_Os06g14280	-	-	cysteine-rich_repeat_secretory_protein_precursor,putative,expressed
Chr6	7982084	7983859	LOC_Os06g14310	-	+	potassium_channel_AKT1,putative,expressed
Chr6	7983955	7990958	LOC_Os06g14324	-	-	caleosin_related_protein,putative,expressed
Chr6	7992022	7992744	LOC_Os06g14340	-	-	hypothetical_protein
Chr6	7996891	8004842	LOC_Os06g14350	-	-	caleosin_related_protein,putative,expressed
Chr6	8011835	8014837	LOC_Os06g14370	-	-	caleosin_related_protein,putative,expressed
Chr6	8019007	8019907	LOC_Os06g14379	-	+	expressed_protein
Chr6	8031719	8035243	LOC_Os06g14390	-	-	1-aminocyclopropane-1-carboxylate_oxidase_homolog_4,putative,expressed
Chr6	8038363	8041831	LOC_Os06g14400	-	-	1-aminocyclopropane-1-carboxylate_oxidase_homolog_4,putative,expressed
Chr6	8043564	8049979	LOC_Os06g14406	-	+	SYD,putative,expressed
Chr6	8068591	8070044	LOC_Os06g14420	-	-	hydrolase,NUDIX_family,domain_containing_protein,expressed
Chr6	8097281	8104472	LOC_Os06g14440	-	+	DRD1,putative,expressed
